Gene	cuffdiff_ctrl_FPKM	cuffdiff_exp_FPKM	cuffdiff_log2	cuffdiff_test_stat	cuffdiff_p_value	cuffdiff_q_value	edger_logFC	edger_logCPM	edger_PValue	edger_FDR	deseq2_baseMean	deseq2_log2FoldChange	deseq2_lfcSE	deseq2_pvalue	deseq2_padj	bayseq_library_522	bayseq_library_523	bayseq_library_524	bayseq_library_525	bayseq_likelihood	bayseq_FDR	
LOC101750489	NULL	NULL	NULL	NULL	NULL	NULL	3.22540723362696	-0.155557541666466	9.39887178223889e-10	3.51517804655734e-07	0.792224615397907	24.9187221592393	0.289114890688981	0.00614069831911778	0.396250156554174	2	7	12	82	0.0343959345844439	0.837207618970623	
KIAA1644	NULL	NULL	NULL	NULL	NULL	NULL	-0.874440163869808	2.76860341319032	0.00776136191341652	0.330909034743648	-0.721698642582845	204.779831559997	0.242890532420896	0.00296549887854833	0.259323855557297	204	305	163	143	0.0741801145855663	0.701485485768627	
HSD17B7	NULL	NULL	NULL	NULL	NULL	NULL	0.716486420428056	4.2417459945112	0.0235724626681042	0.623471165209237	0.561696579996303	571.601835302557	0.262304098250298	0.0322422299079355	0.999162683775631	440	381	970	541	0.0155268703596706	0.919734776203629	
LOC423462	NULL	NULL	NULL	NULL	NULL	NULL	-1.22497195488354	0.172287039626026	0.00360830246819755	0.195900536402286	-0.742989549614267	32.3825678890734	0.31208117081433	0.0172770870451082	0.72780713811827	37	50	22	19	0.0709153478323773	0.713314943758418	
LOC769519	NULL	NULL	NULL	NULL	NULL	NULL	-0.937401143803428	0.48674604675009	0.0186423705042489	0.56399695215721	-0.623856748709614	40.7425486747421	0.301929488513495	0.0388064605796651	0.999162683775631	51	51	31	28	0.0273719704049322	0.8623781237126	
ZBTB16	NULL	NULL	NULL	NULL	NULL	NULL	0.975991390960681	1.84373728916364	0.00460100474946369	0.236918403983253	0.787909022162089	106.566320240089	0.251916083664798	0.00176201114946155	0.191196059420762	65	72	157	142	0.166751731114963	0.482293982567435	
LOC100859265	NULL	NULL	NULL	NULL	NULL	NULL	0.665435818248179	2.42727136280166	0.0461323633966648	0.914836951525675	0.556504824242179	160.922590986933	0.236190454499084	0.0184644735891028	0.749540102024631	118	119	230	188	0.0262163261870747	0.868261690469504	
LOC101748132	0.00605121	0.188433	4.96068	0	1	1	0.885845410715604	4.49705356506881	0.00504733450412421	0.250230411532372	0.688899512445183	682.598829134996	0.265205356767408	0.00938756392288325	0.525796525858916	464	448	676	1184	0.074689198702289	0.70086406083886	
N4BP2L1	NULL	NULL	NULL	NULL	NULL	NULL	-0.617145199821249	5.59531602472961	0.0477944411017484	0.937429700500239	-0.549685402161067	1465.03714100706	0.20143441190963	0.0063554546684591	0.405482786385035	1789	1578	1151	1288	0.0591236963725789	0.753408376911256	
CRP	NULL	NULL	NULL	NULL	NULL	NULL	0.971149304304509	1.40739201454103	0.00654997442113234	0.292730303374631	0.678112606206394	78.097980071605	0.293374414177591	0.0208094570486603	0.793611900163628	43	58	138	82	0.015586735947363	0.919531667678551	
LGMN	NULL	NULL	NULL	NULL	NULL	NULL	0.639066004782314	7.55449088296262	0.0392692976472785	0.832149987320759	0.551534070922158	5698.01683458847	0.219054884880827	0.0118093903137368	0.602701745281678	3954	4557	6097	8512	0.00998990744374249	0.945002871996165	
CD69	NULL	NULL	NULL	NULL	NULL	NULL	-1.33880679226124	1.7930231390087	0.000126347007093873	0.0153037812342454	-0.878897797084056	103.610218188136	0.303238512369821	0.0037510624012334	0.299344032157979	148	134	39	84	0.0591786617826179	0.752193780596129	
LOC101748581	NULL	NULL	NULL	NULL	NULL	NULL	1.18086553817683	4.21828162906201	0.000218002988245318	0.0239556067186273	1.06945969848902	562.024221909735	0.186326052544652	9.48322279120371e-09	5.02936793717244e-06	305	352	815	833	0.887106284294626	0.0274323179319382	
LOC101752055	NULL	NULL	NULL	NULL	NULL	NULL	1.41481238892311	2.19358865879105	3.54539133299965e-05	0.00517675701622511	1.0893088752311	136.246420695535	0.268549150144375	4.98618104512919e-05	0.0128212846237708	64	78	256	165	0.256994110703275	0.372348625410522	
HSPB7	NULL	NULL	NULL	NULL	NULL	NULL	-1.16168542085633	2.63555610220016	0.000462284564033128	0.0426622611950573	-0.938228722656988	186.628424339338	0.251893516017514	0.00019554472612055	0.0368732171887984	193	303	128	116	0.129316347383994	0.560585786202011	
O3FAR1	NULL	NULL	NULL	NULL	NULL	NULL	0.780150041154649	3.02534011036134	0.0167042779642729	0.530703126143622	0.598707647187263	244.735268216086	0.269612945932662	0.0263767735849545	0.890743761616613	170	173	244	406	0.0324017493191985	0.842667884127918	
LOC769242	NULL	NULL	NULL	NULL	NULL	NULL	3.9685541466263	-0.891928309410483	5.04467135496777e-09	1.79237173242005e-06	1.19160520651868	13.9595411981223	0.309348243773612	0.000117163564532646	0.0242485713863846	1	2	34	22	0.78669220864236	0.0473114204703432	
FNIP1	5.16849	8.6584	0.744357	2.01442	0.00435	0.287164	-0.6417606965404	3.28181333048048	0.0458954874253631	0.912686568035346	-0.486410572743759	293.355451962163	0.274803208166268	0.0767217491403088	0.999162683775631	371	307	317	170	0.00873296943875683	0.947933494915772	
CUBN	NULL	NULL	NULL	NULL	NULL	NULL	0.673674776128299	7.65570340979426	0.0298381595801285	0.729320516552439	0.580064675659958	6114.1977370498	0.219807284186672	0.00831585103501788	0.488333245381621	4739	4209	9425	6520	0.00366699384916678	0.9709336760245	
PIK3CD	NULL	NULL	NULL	NULL	NULL	NULL	0.853443000035462	2.55980016723269	0.0100738032199919	0.382123375522755	0.648900705880729	176.421132911548	0.272980070766417	0.0174493950330365	0.72780713811827	100	141	303	180	0.0104753794700353	0.943693042695308	
PIK3CG	NULL	NULL	NULL	NULL	NULL	NULL	0.883353213808601	3.29362215733917	0.00642576087911367	0.290221123773189	0.650654133815517	294.992054282581	0.281337151945832	0.0207380238640618	0.792668925668902	185	211	551	264	0.0437360784530854	0.801470797551342	
LOC101751039	NULL	NULL	NULL	NULL	NULL	NULL	-1.07124253971489	0.828742530663228	0.00440458440569886	0.227353342277696	-0.758777379632828	52.1166265399214	0.290680497386718	0.00904500445269521	0.509975981949138	62	73	37	34	0.0762543682940053	0.695142898519096	
FAM84B	NULL	NULL	NULL	NULL	NULL	NULL	0.817985102283287	5.13098833717772	0.00909973972757733	0.358573477841947	0.738728080485387	1060.12243870128	0.188774415774813	9.10489862329434e-05	0.0198101582738369	631	839	1468	1393	0.451843209406535	0.205319575025493	
MYLK4	NULL	NULL	NULL	NULL	NULL	NULL	-6.83184877615211	-1.78985808906936	2.01732783060761e-07	5.11968984439203e-05	-0.71406051634805	6.9093145998889	0.25837192047939	0.00571513853481433	0.378873500290367	6	21	0	0	0.51428790628717	0.173243404872066	
MCF2	NULL	NULL	NULL	NULL	NULL	NULL	0.633965447175355	4.47499588755859	0.0441737972873257	0.890914863359706	0.546401975910179	672.283643897514	0.219594538028862	0.0128380251995675	0.624281162354898	515	487	1012	722	0.0568588114780223	0.761914839828485	
LOC428693	NULL	NULL	NULL	NULL	NULL	NULL	1.03692500741009	0.276072349423276	0.0135342492819471	0.463863546933358	0.636919569628306	34.5491147755679	0.310883946593918	0.0404877996032449	0.999162683775631	22	21	44	54	0.0465501806155304	0.795807907595082	
KCNG1	NULL	NULL	NULL	NULL	NULL	NULL	-1.11526285535812	0.0698347866076523	0.00927940480718793	0.364306356684406	-0.628735530878632	29.9722749888	0.316826388301576	0.047202390716465	0.999162683775631	29	50	19	21	0.0273360401593742	0.862602497608159	
LOC396247	NULL	NULL	NULL	NULL	NULL	NULL	1.12971138639898	2.12769288483151	0.000915134878647549	0.0744612417672079	0.821127037600518	130.317311463445	0.284157620837453	0.00385623610957855	0.302982328776193	85	70	146	230	0.0450459168360051	0.799190853383178	
LOC101750995	NULL	NULL	NULL	NULL	NULL	NULL	1.11811272856222	1.25370024914587	0.00215688745838964	0.135635772383334	0.716635271708852	69.9801395656268	0.306151164833685	0.0192430401467074	0.76080770980874	43	41	137	67	0.0189799076924023	0.903227482054449	
TRIM7	0.7172	0.307085	-1.22374	-1.33402	0.11325	0.999798	1.44057946500976	-0.243331179178549	0.00147521309257242	0.103110140024455	0.634217925868939	23.4165446249155	0.317745558504314	0.0459346794952665	0.999162683775631	9	15	22	50	0.0211533412843934	0.892219967028838	
TPM1	NULL	NULL	NULL	NULL	NULL	NULL	-0.711608252666719	9.10426537480549	0.0216539522130823	0.603423468337894	-0.621181861550772	16682.7424531914	0.212694851761206	0.00349435675928398	0.286486611409703	15941	23848	14870	11935	0.00537594042385451	0.964265995737212	
ALPP	NULL	NULL	NULL	NULL	NULL	NULL	-1.09269816307404	11.8287549513184	0.000456520079934603	0.0423134568001994	-0.921956054984862	110405.590380667	0.233203492955926	7.70355356976847e-05	0.0174403222902084	165608	118393	69295	79273	0.058401443742926	0.755403152792676	
LOC419322	NULL	NULL	NULL	NULL	NULL	NULL	0.852396469549955	1.42306783003235	0.0158990243305894	0.510444880541422	0.606480014471702	79.1135132682613	0.289013028335524	0.035865221467034	0.999162683775631	59	48	130	86	0.010039243741639	0.944855364913879	
ALPI	NULL	NULL	NULL	NULL	NULL	NULL	-0.906210497339159	2.23745654526048	0.00697400726162653	0.305909232105667	-0.701353611524699	141.443880313774	0.268045440143689	0.00888240191735233	0.505849808521431	188	162	86	121	0.0256028577089074	0.870559663460647	
TRBV6-5	NULL	NULL	NULL	NULL	NULL	NULL	1.34401145879436	0.73331785290875	0.000581422122868471	0.0513323161382929	0.759340752201164	47.9954109313369	0.316694446073664	0.0164980189301854	0.710629135188266	20	32	101	46	0.0269662056205399	0.865124312833852	
CDH23	NULL	NULL	NULL	NULL	NULL	NULL	1.11482199089133	0.751839315896353	0.0038845401726823	0.207545432083311	0.677827430315297	48.7095408635617	0.311984665040738	0.0298081308210344	0.961737239855086	23	36	92	50	0.0172566607277658	0.914593243413507	
LOC100859224	NULL	NULL	NULL	NULL	NULL	NULL	0.997880114797995	1.37209880948004	0.00535304381462559	0.260056784610129	0.708296843169883	76.2791645186882	0.289905273334924	0.0145576283789253	0.66624489298871	46	51	86	128	0.0278835030158553	0.859736798664252	
LOC416263	NULL	NULL	NULL	NULL	NULL	NULL	0.613435269348335	5.76573882735984	0.0489481598582127	0.939555804744988	0.535298823830854	1647.36849562952	0.213014470891633	0.011971975581299	0.603809153286891	1069	1426	2444	1782	0.0222186791760812	0.886541227082735	
PPDPF	NULL	NULL	NULL	NULL	NULL	NULL	-0.638642358613755	6.73000397437857	0.0397230629957644	0.837602628035317	-0.564646711388062	3217.34177322715	0.205435690389663	0.00598626646545111	0.388589058100786	3436	4050	2315	2987	0.0293561521625578	0.851209257806657	
GBE	NULL	NULL	NULL	NULL	NULL	NULL	3.20030887782806	-0.907854966869106	6.29707049003162e-07	0.000142809519900526	1.10254394168535	13.8561807993191	0.312498304085224	0.000418459516609543	0.0657562634850051	2	3	25	28	0.617652324107155	0.11517570320803	
LOC100858796	NULL	NULL	NULL	NULL	NULL	NULL	1.03781041415367	3.95648515132551	0.00116027626617361	0.0858846161190594	0.87972131295547	468.566759838439	0.228933659286186	0.000121692640983757	0.0245862596444684	320	262	751	584	0.203629028363109	0.42434567334964	
LOC101751013	NULL	NULL	NULL	NULL	NULL	NULL	-7.40345258424136	-1.32298648824476	3.91024871022568e-10	1.60305157701136e-07	-1.17064555454417	10.4360771770322	0.29566955145421	7.51685937194552e-05	0.0174403222902084	17	23	0	0	0.954275362277188	0.0153547100620878	
BAG2	NULL	NULL	NULL	NULL	NULL	NULL	-1.03541894356064	4.5995126794237	0.00105827445424285	0.081445107637361	-0.864630426077957	733.143342570291	0.237096317058132	0.00026558055899581	0.0471753681478522	747	1147	592	428	0.226254160283985	0.405884752941713	
CAMK1G	NULL	NULL	NULL	NULL	NULL	NULL	-1.24406321987879	3.02429795289631	0.000143332134802175	0.0170668904865554	-0.816574079236074	245.509929882141	0.30373682730774	0.00717896779567249	0.441360854116277	398	253	217	93	0.0240580366709364	0.874916926384929	
C16ORF45	0	0	0	0	1	1	-1.84051703600985	1.26637446509953	7.70238192508707e-07	0.000171041018623965	-1.14802450007664	71.1962945309246	0.308762146086446	0.000200685744790836	0.0374267887345635	75	140	43	23	0.0681530354342479	0.721525491173348	
ABHD2	NULL	NULL	NULL	NULL	NULL	NULL	-0.660654818876229	8.80884703670703	0.0329171971481288	0.775871303091691	-0.556997383547487	13608.2393784221	0.234215486351639	0.0174001845585917	0.72780713811827	18133	13387	12802	9539	0.00109408450225429	0.987870578059839	
LOC101749845	NULL	NULL	NULL	NULL	NULL	NULL	0.925169214270327	1.4669625691022	0.00903547729732179	0.358026589264509	0.710195350531086	81.6209356075546	0.269582014045295	0.00842783065401829	0.491507608348262	56	51	115	111	0.0694373901856424	0.717758285844669	
LOC428593	NULL	NULL	NULL	NULL	NULL	NULL	-2.07555776009047	-0.961788485115875	0.000151537048860527	0.0176528240852935	-0.625407638016813	13.7534276525779	0.298430430818376	0.0361126834434647	0.999162683775631	14	29	2	9	0.0350646005902698	0.834744535814617	
PRODH	NULL	NULL	NULL	NULL	NULL	NULL	-1.0116505819696	1.75716309586133	0.00367938155624987	0.198073373778118	-0.804943602702194	100.846753170483	0.258264775214397	0.00182864095764842	0.192277522601309	125	132	66	75	0.134530985012362	0.539001001037798	
MAPK11	NULL	NULL	NULL	NULL	NULL	NULL	1.65054770610592	4.68556822317516	2.88623628090298e-07	6.99190739048748e-05	1.48537466533729	777.697391096093	0.191427377047475	8.52861744261971e-15	1.03385119013356e-11	316	403	1218	1274	0.993003793677148	0.00204317642914899	
LOC100859562	2.86067	0.750647	-1.93015	-1.18885	0.1082	0.999798	1.56739176510086	1.75822875367615	1.06534118077538e-05	0.0018029931712199	1.19132712761253	100.229009069956	0.271932728005405	1.18156120115899e-05	0.00358076341872664	51	45	142	174	0.373912110298513	0.284756266924453	
PCDH8	NULL	NULL	NULL	NULL	NULL	NULL	1.61027590455247	0.66168695407553	4.32950445723726e-05	0.00613586928741491	0.994606912043902	45.6365610216117	0.309969898003125	0.00133326813706478	0.160474422369691	17	26	59	86	0.12924454953671	0.562028435803227	
C8H1ORF112	NULL	NULL	NULL	NULL	NULL	NULL	0.809961244317577	2.20933043893017	0.0159368228392471	0.510889006446721	0.659706995017818	137.930962615226	0.248526053064329	0.0079431167095648	0.471337879993092	80	112	198	174	0.0714659852467324	0.712180343070656	
CYP3A4	231.329	358.824	0.633328	1.71154	0.0252	0.845812	-0.639894848146999	9.03311394217468	0.0387474685358601	0.826018534247466	-0.544806199172988	15897.2004358483	0.229286904207937	0.017497219512831	0.72780713811827	21123	15488	14616	11692	0.00343572842382695	0.971955820154336	
LOC100859025	NULL	NULL	NULL	NULL	NULL	NULL	-2.86852753645743	2.16829141886809	6.38296324109128e-15	5.09278420817661e-12	-1.83714030883001	134.896362670916	0.304326525761021	1.57258161705184e-09	9.53152950820959e-07	195	260	51	18	0.983696895563998	0.00412982154669249	
C3ORF24	NULL	NULL	NULL	NULL	NULL	NULL	2.35854890403268	0.256468725898958	1.02698029173248e-07	2.91908878122042e-05	1.01075486292756	33.8806367000738	0.317960216369674	0.00147849310526402	0.171859633489286	7	14	32	87	0.0949947484846508	0.635158614692856	
WDFY4	NULL	NULL	NULL	NULL	NULL	NULL	0.936541336503522	2.35427511523527	0.00535533016436095	0.260056784610129	0.682123044718443	152.71760332705	0.284059115479982	0.0163350678902445	0.70782389816635	95	105	281	146	0.0399935177924752	0.810770287028757	
ABCG1	NULL	NULL	NULL	NULL	NULL	NULL	-0.917992041382534	2.75142322944506	0.00529896260145604	0.258497219079725	-0.724371017434721	202.293880698548	0.260711602989085	0.00546209406960058	0.370788793820766	195	314	171	126	0.0288233242066189	0.852801883981521	
SLC27A4	35.7232	57.6809	0.691229	2.05471	0.00325	0.237742	-0.702701541771224	6.78525530198059	0.0237332635247216	0.625396429938214	-0.619804388606158	3343.67958689649	0.207325613647502	0.00279414742344378	0.250896698006689	3849	4045	2320	3040	0.0314265069777991	0.844749026664467	
NPNT	NULL	NULL	NULL	NULL	NULL	NULL	0.857575904559456	3.37152955823684	0.00787643130526742	0.332497529915454	0.676344481335862	311.346461925897	0.261442733972772	0.00968240520151548	0.534050719925982	148	279	455	395	0.0703297921641443	0.714440642818647	
LOC417083	2.64342	14.4387	2.44946	3.56491	0.0051	0.321015	-0.974920314429502	3.30695206125255	0.00260382684609143	0.155305677022823	-0.174433899390187	298.660570494347	0.247056810369029	NA	NA	380	373	39	379	0.0998680116535628	0.62512908315461	
HAND1	NULL	NULL	NULL	NULL	NULL	NULL	-1.34103811979592	0.838620830792288	0.000411597556439571	0.0389974964807946	-0.671700746282481	52.2510936494458	0.319657129301392	0.0356132070700351	0.999162683775631	36	110	41	22	0.00742724301869766	0.95135052532406	
LOC101749206	NULL	NULL	NULL	NULL	NULL	NULL	1.45670986150785	0.664675117733452	0.000211793023411331	0.0236240554126285	0.81880530015275	45.6596256571291	0.317074184354355	0.00981221353958093	0.534050719925982	12	35	71	71	0.0924819171736797	0.639973080775016	
TMEM55A	NULL	NULL	NULL	NULL	NULL	NULL	0.746583371374803	4.29139705888003	0.0182710050022316	0.558097953720262	0.673685866131024	591.453691800192	0.189213565777405	0.000370216629665835	0.0587191254398027	376	469	819	749	0.264879241491232	0.360218747184702	
LOC771551	NULL	NULL	NULL	NULL	NULL	NULL	3.25121775039729	1.90735217162894	9.20961634638672e-17	1.09072556262373e-13	2.44718818373744	111.063784572323	0.27006084460084	1.28529741758085e-19	2.18127824737646e-16	21	19	214	211	0.998965808509457	0.00014972657802083	
S1PR4	NULL	NULL	NULL	NULL	NULL	NULL	2.26255915089194	0.363497988355556	1.46938219182037e-07	3.96509994496539e-05	1.14772695941485	36.4970980301007	0.319314448330883	0.00032520606383284	0.0544428194651422	9	15	88	41	0.193278503367711	0.448965650480243	
LOC421070	NULL	NULL	NULL	NULL	NULL	NULL	-2.97264450987156	-1.8327826454642	0.000318701814093074	0.0321994562693656	-0.607806298588446	6.64742284118621	0.272614280593288	0.0257775446504302	0.876694810145191	7	16	1	2	0.220340796419183	0.408593263453591	
LOC771303	NULL	NULL	NULL	NULL	NULL	NULL	-0.773671974720591	2.52253623238633	0.0191194126998388	0.570248055218214	-0.653067533164871	172.610363694772	0.232956058849864	0.00505679086153253	0.356094596311487	215	199	135	134	0.0587030350075756	0.754210601057734	
LOC100857402	NULL	NULL	NULL	NULL	NULL	NULL	0.933990971958986	4.51985171937789	0.00313552008067298	0.180326560929814	0.756751673498675	693.620317512499	0.249701467504696	0.00244047615540951	0.230096226852527	504	399	793	1123	0.107522010667674	0.611261114835014	
UBA7	NULL	NULL	NULL	NULL	NULL	NULL	0.675288222677508	4.76880596405396	0.031519906359915	0.758472051112456	0.561287251627317	824.477179162626	0.238854271979564	0.0187776954085462	0.74965750071182	570	642	854	1279	0.144620760170695	0.525579178140721	
LOC100859282	NULL	NULL	NULL	NULL	NULL	NULL	-6.60016652512234	1.33904631714532	7.95652542825236e-31	1.69617209079484e-27	-3.21834598436029	75.7065871705085	0.308954824592259	2.07649092809086e-25	7.04802550812599e-22	157	127	1	2	0.99750058754012	0.000572323530167229	
LOC101748425	NULL	NULL	NULL	NULL	NULL	NULL	1.62321006038083	0.610105271480154	4.34616878881533e-05	0.00613586928741491	1.02733217208698	43.9752099824064	0.307170506380321	0.000824306296464132	0.111026207597562	19	22	59	81	0.245693760852102	0.392329227195556	
LOC416959	0.520233	0.84406	0.698188	0.505825	0.4812	0.999798	-0.959858737083436	1.97503787072851	0.0051252403763126	0.252916375792204	-0.720220053977735	117.698478206398	0.277444161254079	0.00943407913499709	0.525956499880898	171	123	96	73	0.0173039278135335	0.913342539146213	
LOC771537	0.573668	0.156793	-1.87135	-0.868227	0.34445	0.999798	1.60220607675348	0.868163581974721	3.81180325971257e-05	0.00552789264561582	0.864684390693278	52.8858396739837	0.318277905222556	0.00659245749744545	0.417464911153533	23	27	124	46	0.057933884847654	0.756191847075929	
SLC7A2	NULL	NULL	NULL	NULL	NULL	NULL	-1.37851893312055	0.39530319769536	0.000592341855379822	0.0519652003003582	-0.728741388619123	38.2326752399913	0.319105213262373	0.0223890182129293	0.80884428664632	57	48	33	12	0.0302553075452099	0.847626870347874	
SLC5A11	0.933563	0.434987	-1.10178	-1.38167	0.08265	0.999798	0.912599105562689	0.655301763590682	0.0193318978763812	0.573350321929261	0.606062532290507	45.5831064665587	0.301427918444126	0.044363670313787	0.999162683775631	33	27	69	57	0.0353135805213338	0.833736257396739	
TFEC	NULL	NULL	NULL	NULL	NULL	NULL	0.918999621323733	0.849324396061703	0.0152251493676108	0.496701479940421	0.649374139283678	52.4404767763378	0.2907620340162	0.0255257025688725	0.874493275642905	35	34	73	72	0.0547942115560486	0.766997302466285	
LOC769325	NULL	NULL	NULL	NULL	NULL	NULL	1.67164336244193	1.49341969190238	4.64151343053938e-06	0.000875644100108305	0.973288341446924	83.1179913360765	0.314487695220185	0.00196920691764261	0.20011623113361	45	30	83	182	0.0381643765289517	0.818174935465565	
HENMT1	NULL	NULL	NULL	NULL	NULL	NULL	-1.04242777670153	0.32631171789458	0.00935039513923243	0.365076416809811	-0.665400765082018	36.3017598765316	0.307310976765864	0.0303696229571993	0.977994063010681	48	45	25	25	0.0396440978292719	0.811899274099889	
MGAT5B	0.839263	0.735179	-0.191027	-0.183108	0.80425	0.999798	1.11864261207661	2.12066858505782	0.000996771981812252	0.0778274577560243	0.857804826865985	129.465070972183	0.270439771118662	0.00151451091294976	0.173667329078854	57	100	185	190	0.116640416467886	0.591368502054533	
SHPK	NULL	NULL	NULL	NULL	NULL	NULL	0.639111526212143	5.63785434362057	0.0404390473560452	0.848033984295621	0.585331930952304	1507.79495424476	0.176310475560281	0.000900519242409376	0.11577812168886	1090	1158	2115	1773	0.287381861411034	0.347534264620405	
PRR5L	NULL	NULL	NULL	NULL	NULL	NULL	1.11269124239203	4.92945922261598	0.000428010146407223	0.0401952436172211	0.889193456894997	922.008550078855	0.255227200311184	0.000494110458042689	0.076232259849477	625	479	1073	1579	0.147381098874129	0.520367201744789	
IFFO1	NULL	NULL	NULL	NULL	NULL	NULL	0.642268853713318	2.64763863792538	0.0499515502848783	0.947083992584301	0.540379765163449	187.759996911436	0.233406754901233	0.0206028221477153	0.789278769004236	118	163	244	240	0.0320828703810435	0.84341724845171	
ESPN	NULL	NULL	NULL	NULL	NULL	NULL	0.834978617467264	3.17224772846427	0.00990423193325043	0.381116275005474	0.683017021196376	271.256344475732	0.245694561604451	0.0054368342173346	0.370556279126046	209	160	340	393	0.0650719920110319	0.732180310078772	
POGLUT1	NULL	NULL	NULL	NULL	NULL	NULL	-0.634545339499364	4.29693899883466	0.0443940153549347	0.894317085618137	-0.54953287623822	594.328905625935	0.2186948852529	0.0119782854869139	0.603809153286891	637	744	425	556	0.0602846614590252	0.748462914877519	
LOC101749901	NULL	NULL	NULL	NULL	NULL	NULL	-1.01129532116041	2.21626478768796	0.00277530234376912	0.162516959176719	-0.778987019995565	139.240754325281	0.269266045576376	0.00381579717333056	0.301199506179502	172	183	123	73	0.0715455902338132	0.711609489055662	
PIK3C2G	NULL	NULL	NULL	NULL	NULL	NULL	1.01975122609283	4.01622022615707	0.00141007486442515	0.0998670297668285	0.913319427233461	488.32181059451	0.194878273514991	2.77760860437123e-06	0.00100295309839966	286	330	663	718	0.634985515725252	0.110488475617068	
LOC769134	NULL	NULL	NULL	NULL	NULL	NULL	-0.792624895843507	2.08853904584669	0.0201000687152947	0.584574713332406	-0.612588787614135	127.065263991274	0.26785412615259	0.0221944282542208	0.80884428664632	118	192	106	91	0.0166966686283344	0.916360589680199	
TST	NULL	NULL	NULL	NULL	NULL	NULL	-0.669785186635305	7.48964411703387	0.030820517436535	0.744934003074891	-0.550396998642141	5450.54788695449	0.245751705783532	0.025113867906818	0.869811127033895	6636	6081	3427	5414	0.00209319353641855	0.984203841640762	
HNMT	NULL	NULL	NULL	NULL	NULL	NULL	0.780442716869857	6.44147169041175	0.0121952446727011	0.431141336538377	0.688138210862941	2632.96607756556	0.205912037079594	0.000832059048623727	0.111187985151128	1672	2033	3083	3931	0.108711213816194	0.607902773229157	
LOC419830	NULL	NULL	NULL	NULL	NULL	NULL	1.67313178910413	0.643702728347581	2.64224700701215e-05	0.00402338726396321	1.09991674324061	45.0063345714474	0.302306916844373	0.000274325636033146	0.0479956739084384	17	24	71	74	0.441367976514758	0.209791884499667	
SLC39A8	NULL	NULL	NULL	NULL	NULL	NULL	1.4367764026583	1.44146114598933	7.42525437630941e-05	0.00965192517037585	1.0891800844673	80.0240997928419	0.272860485844231	6.55984055624796e-05	0.0156798667718428	43	39	124	123	0.261876169311253	0.366350228402841	
LOC777580	NULL	NULL	NULL	NULL	NULL	NULL	0.650634773842094	4.7717489347975	0.0382082376389666	0.817794387537641	0.590864572104664	826.048666211875	0.18402508213739	0.00132373937304992	0.160465577857359	545	685	1114	1021	0.296303035023312	0.341206793598238	
PPEF2	NULL	NULL	NULL	NULL	NULL	NULL	0.695764973395198	2.02662131830001	0.0412235288902653	0.854866915255522	0.560097386527737	121.313253120363	0.253246850598253	0.0269897684894376	0.899888725018165	80	97	179	139	0.035307357799938	0.833905233377131	
SI	NULL	NULL	NULL	NULL	NULL	NULL	-1.24419316814544	8.23089709603904	7.09324649911321e-05	0.00927692201644757	-1.06811993643868	9115.16988781877	0.223640093861368	1.78757395075106e-06	0.000674153722626584	13263	11036	4975	6418	0.171694102218091	0.473848614516459	
ARSD	NULL	NULL	NULL	NULL	NULL	NULL	-1.79533958184243	2.75639836974591	1.07220504549313e-07	2.96847625452241e-05	-1.26869305717466	203.729625585893	0.29043040722524	1.25205749899605e-05	0.00372783645885298	333	266	65	126	0.400263401170728	0.251415365949466	
CA6	NULL	NULL	NULL	NULL	NULL	NULL	-0.918719921253475	4.60353348821487	0.00360661174362161	0.195900536402286	-0.754483730928446	735.14323387222	0.244822639529766	0.00205783181329513	0.206647714221489	718	1131	462	610	0.116876633580409	0.590131251709289	
LOC101749576	NULL	NULL	NULL	NULL	NULL	NULL	1.07853770536611	1.91647164893759	0.00178223592771337	0.117627571229082	0.737000760143966	112.141237689099	0.296790079171956	0.0130193628491638	0.625925232048609	72	65	217	107	0.0277524510968825	0.860320930436003	
SYNPO2	NULL	NULL	NULL	NULL	NULL	NULL	-1.01865464217263	6.51554339871446	0.00111698084033342	0.0838443575853093	-0.807494677712684	2770.96945310823	0.258732002649657	0.001802567291693	0.191196059420762	2580	4573	2357	1534	0.00728614512238939	0.95175427128388	
LOC101747968	NULL	NULL	NULL	NULL	NULL	NULL	-1.70724628559037	-0.273597600710347	0.000249429563721017	0.0267202986904756	-0.821186278457749	23.5079968279648	0.319608212489677	0.0101888647348774	0.547200074100012	41	27	9	14	0.0856306577702928	0.657074304088391	
SLC23A1	NULL	NULL	NULL	NULL	NULL	NULL	-1.35051743715329	3.42851027093328	3.31133288968885e-05	0.00490215239877687	-1.14938882402153	325.191770343118	0.228161180585541	4.71361472308184e-07	0.000195109159671761	469	418	176	210	0.542971008693682	0.154761104792244	
LOH12CR1	NULL	NULL	NULL	NULL	NULL	NULL	0.827570763301402	1.81493940034875	0.0165971675741356	0.529333789925179	0.645943857911428	104.504102362137	0.264099381355618	0.0144516593871205	0.66624489298871	77	66	156	127	0.0363629231040454	0.827186302580208	
AQP10	NULL	NULL	NULL	NULL	NULL	NULL	0.790636210727602	6.95728071961069	0.0110180575494369	0.400873113340426	0.668212992107454	3766.32336045909	0.230322880415423	0.00371735240362526	0.299344032157979	2659	2592	4086	5956	0.0137642946855736	0.927424326034779	
