Gene	cuffdiff_ctrl_FPKM	cuffdiff_exp_FPKM	cuffdiff_log2	cuffdiff_test_stat	cuffdiff_p_value	cuffdiff_q_value	edger_logFC	edger_logCPM	edger_PValue	edger_FDR	deseq2_baseMean	deseq2_log2FoldChange	deseq2_lfcSE	deseq2_pvalue	deseq2_padj	bayseq_library_807	bayseq_library_808	bayseq_library_810	bayseq_library_811	bayseq_library_712	bayseq_library_713	bayseq_library_718	bayseq_library_720	bayseq_likelihood	bayseq_FDR	
RPS26	577.598	222.7	-1.37496	-2.01256	0.0242	0.429992	1.15280673686361	6.47391170091872	0.00324228095252302	0.0983635843134767	0.645559835559164	2957.12260649347	0.397852498842373	NA	NA	2256	2870	1910	1714	1447	2197	1786	1606	0.454120783227523	0.297640711147954	
RPS28	1139.36	253.658	-2.16727	-4.00537	0.0028	0.114296	1.94060108526313	6.31827436621325	1.28576270932917e-06	0.000144262575986733	0.979307064725868	2700.53754249291	0.398162918328703	NA	NA	1366	1707	1094	1137	1574	1814	1477	1585	0.949113152648412	0.0157632163546024	
GLG1	NULL	NULL	NULL	NULL	NULL	NULL	0.759787903262938	4.84585760721431	0.0509554500787177	0.582449482454747	0.636140969122635	930.260032785834	0.318662828711174	0.0459032020189383	0.456431166401549	1115	859	393	1181	219	1262	2267	932	0.0318464784875512	0.833697877870414	
LOC770490	126.608	26.3913	-2.26223	-3.4206	0.00025	0.019793	1.96862543468009	3.87198825498186	1.16403791772268e-06	0.000132700322620386	0.635555797474634	567.083718499291	0.370833415245656	NA	NA	292	333	233	196	366	261	166	158	0.481215183166985	0.27418485621215	
LOC100859131	NULL	NULL	NULL	NULL	NULL	NULL	-0.753037005796778	1.12070450310758	0.0907735243411517	0.764728676028908	-0.707320090340092	67.6638651224158	0.233162972991131	0.0024166527084893	0.157748145477162	93	118	89	112	8	72	89	59	0.0718314958158144	0.727499154186003	
ENTPD1	8.21197	5.56864	-0.560402	-0.861493	0.0898	0.765819	0.577700458548953	4.27394777754065	0.139858592672133	0.925162894534006	0.553162537152409	610.907615780151	0.207586252964527	0.00770488095215204	0.255338341435257	798	685	389	626	84	943	1657	908	0.0758583316464595	0.718350080879376	
ENTPD8	0.0434781	0.206634	2.24872	0	1	1	-1.14245116650032	-2.02661637072585	0.0341568268661458	0.455943976496052	-0.493050124391225	5.36319635333154	0.392226556975816	0.208733932889416	0.76255112378482	4	20	3	16	0	1	11	6	0.00537894309575346	0.944384215929857	
LOC426615	0	0.411067	inf	0	1	1	-6.87835774756922	-1.95239473011879	5.82895993665887e-09	1.17228082952541e-06	-0.0422646953755282	5.4793526184621	0.0952064584660526	NA	NA	0	66	0	0	0	0	0	0	0.183751649038799	0.537876457512955	
ODF1	0.19384	0.883323	2.18808	1.10289	0.16935	0.927204	-2.67814556279133	-2.10533589441022	3.50327390049736e-05	0.00273563344361915	-1.35893095596689	5.45757083982988	0.397514090186236	0.000629504174399963	0.0857414425887445	10	9	11	18	0	1	4	2	0.57840699592597	0.210801713051446	
LOC100858664	2.90563	4.60303	0.663731	0.723619	0.14545	0.886753	-0.675133345847075	1.56475164406205	0.0978848502630802	0.793727363221127	-0.577113596322263	88.9643100509771	0.26283337570541	0.0281106019956397	0.385001736595863	153	211	62	155	7	145	95	96	0.0205455220303599	0.87826396879763	
LOC776432	24.8337	6.20559	-2.00066	-2.02545	0.00045	0.0302763	1.17978011128103	2.33817612171395	0.00283956190332039	0.0891513706258969	0.682574568031921	209.077364300432	0.398217745832825	NA	NA	210	186	99	91	107	154	130	107	0.0546610150876571	0.768846749730849	
MUTYH	2.27015	3.48441	0.618127	0.733217	0.13175	0.865548	-0.638785473544973	2.04815070460407	0.107280251752992	0.83375880673361	-0.553067512448296	125.426780419995	0.217003556342668	0.0108138771888403	0.286784818088089	196	250	158	166	9	205	150	138	0.0279700536385837	0.846074305795333	
SUCNR1	NULL	NULL	NULL	NULL	NULL	NULL	-1.13374411628501	1.47227531579495	0.00306372269188078	0.0943821392276221	-0.921804245561386	79.8162111465622	0.297433348364074	0.00194046597766836	0.153924270344597	156	199	111	109	1	132	83	68	0.163703402342714	0.574506192414653	
EMP1	4.0093	2.00294	-1.00123	-1.29937	0.02075	0.396416	1.00368854965996	2.00622886667277	0.014213422351173	0.270779032781328	0.859567894763616	125.978270780021	0.293949534688165	0.00345340271006983	0.185278691042038	83	97	111	112	16	195	299	330	0.057094811272449	0.76282791668889	
LOC101751524	0	0.0634635	inf	0	1	1	-2.45661386426799	-3.28716494555255	0.0125074730873792	0.249657594828418	-0.434286705753269	1.39983260393348	0.31409106926444	0.166763723775886	0.718654432953482	6	3	0	5	0	0	2	0	0.104870849186462	0.660201386556398	
RANBP3L	6.96338	4.98219	-0.483008	-0.541694	0.27015	0.999226	0.380265205569876	4.08582580270837	0.33328907799331	1	0.391252823022837	533.70660335524	0.165727162393299	0.0182343345335333	0.336890940192671	659	631	438	596	62	1236	902	836	0.0474463117674198	0.785655345144794	
APBB1	52.4153	87.1453	0.733433	0.332776	0.49245	0.999226	-0.704540791567949	5.26340693168214	0.0711906604422497	0.689210944281507	-0.633231024308196	1203.05020187904	0.204978777602594	0.00200661401698465	0.153924270344597	2325	1860	1472	1778	106	1968	1395	1037	0.159184691372606	0.580052015134696	
DIAPH1	9.74015	6.58199	-0.556003	-0.871166	0.0866	0.756582	1.02051640074775	4.678486758803	0.00926306380168197	0.203367656152684	0.925346252154049	827.742675568338	0.256498564844366	0.000309033020681027	0.060688727995524	752	796	511	649	185	1086	1987	1385	0.77801754540651	0.0938069522207898	
A2ML2	0.0512037	0.112377	1.13403	0	1	1	-1.40241358074382	-1.4456238172431	0.037865143839171	0.48921765840209	-0.479669585838633	10.5910256147653	0.394617386082779	0.224163710106382	0.780826390942447	6	57	5	7	2	10	9	3	0.0120829197760225	0.91241424942325	
CCNDBP1	47.5893	51.3679	0.110228	0.0911512	0.81955	0.999226	-0.441423273340201	4.82361446745558	0.251571185386335	1	-0.381638421517497	879.759311237887	0.19340184682321	0.0484622423904959	0.4659810277214	1505	1467	853	1353	53	1534	1276	1183	0.0428693085350307	0.799412180306696	
LOC101748120	0	0.0514515	inf	0	1	1	0.980092154235219	-3.66366558689505	0.0388148794618758	0.495294694658641	0.42022139240392	4.89774543769891	0.287915479057833	0.144419181620147	0.685455524563169	1	1	0	1	4	0	0	1	0.0515823410371676	0.775012222445045	
LOC101748125	0.240413	0.733587	1.60946	0.106811	0.6574	0.999226	-1.22049941825809	-2.14668185496468	0.0231289412361147	0.364574417415281	-0.712851014383007	5.06126195536953	0.394943670191054	0.0710835222220003	0.539495155557315	7	13	9	9	0	8	6	2	0.0342949399792822	0.824759143497474	
KRTCAP3	0.482746	1.06017	1.13496	0.907381	0.0826	0.741962	-1.652657503296	-1.00182617032791	0.00205916093880483	0.0702995014041474	-0.898200544197295	13.7515183718328	0.395894773650634	0.0232813390196494	0.36584998106145	15	22	13	56	1	14	15	2	0.0243448764899525	0.859077928742245	
LOC101749830	0.189058	0.108538	-0.800627	0	1	1	1.01862150989546	-0.856491618786029	0.0351823175163973	0.465848847710905	0.577943025442254	16.6098360028777	0.394750120946773	0.143173981700902	0.683395015304139	20	12	15	5	3	41	56	7	0.00681652334385433	0.937506122769128	
MYOF	2.60336	0.98206	-1.40649	-1.75613	0.00085	0.0495503	1.19572863154449	3.09333755513744	0.00277160144529198	0.087811752140001	0.914155293015239	266.549070518704	0.341236143241974	0.00738529510958263	0.250403985512	318	215	49	293	33	475	991	452	0.0839299512898168	0.701686746108421	
HSD17B7	15.4474	23.6178	0.612507	0.945609	0.06075	0.664087	-0.702013314136575	4.53897947484027	0.0744217133842149	0.694135483214975	-0.626491178888742	728.532048204855	0.216851161032409	0.00386422746071861	0.191386362675467	1262	1541	856	886	73	1097	721	715	0.176590117936259	0.554018277397875	
PARD3	4.36508	3.5236	-0.308958	-0.459047	0.3575	0.999226	0.902715862383272	4.22207459603622	0.020780663728005	0.346095460432509	0.752108581835627	621.7752949672	0.324734334076851	NA	NA	573	611	349	610	186	805	1008	754	0.384184845797998	0.349927563174627	
IL1RL1	1.16323	0.514727	-1.17625	-1.03587	0.0383	0.544448	1.06492465288306	0.51126953568544	0.0122222819775856	0.246270895272372	0.885160330697719	44.1615431028506	0.302058743871601	0.00338499285138599	0.184135352075583	40	56	13	42	7	87	135	65	0.0642950497857452	0.74639836512311	
SARM1	7.09175	10.9136	0.621916	0.925816	0.0663	0.683662	-0.53165377739684	4.33867411437129	0.167980431200289	0.983350071886763	-0.461851371099741	626.185342492717	0.212694572148076	0.0298986845279997	0.393819708455419	982	1080	629	1091	37	1174	914	663	0.10680755411372	0.656590144905421	
ZFHX4	6.90444	2.92661	-1.23829	-1.66952	0.00125	0.0646733	1.18063144546631	5.51045937898721	0.00262141900826933	0.0840352036365196	0.935285558777001	1496.60109527559	0.341908943771793	NA	NA	1391	1315	674	1207	499	1723	2544	1922	0.450257349695943	0.301943126111293	
RFC1	7.0496	4.95621	-0.508305	-0.63186	0.21445	0.98181	0.405598751207029	4.11175957021582	0.29867819723278	1	0.391579998389389	547.10244501595	0.196699795692029	0.0465084458167165	0.459061333411798	627	768	358	657	78	904	1327	683	0.0277414303628519	0.84655027986567	
SHOC2	4.20856	3.68258	-0.192609	-0.288296	0.56475	0.999226	0.87135214114428	2.48084999714681	0.0272797636066307	0.401031024920411	0.740032118966703	188.057720934777	0.296964809930545	0.012703108039065	0.299514780027445	186	164	88	225	46	260	432	233	0.071953345742991	0.726705704193841	
MRPS15	242.507	78.881	-1.62027	-1.49201	0.00725	0.212775	1.2795463028979	5.84061657035133	0.0011312365120217	0.0441679486506935	0.706173665674465	1934.85831110783	0.39798116305375	NA	NA	1330	1726	1017	1366	981	1231	1069	1277	0.694255738047707	0.132036078523247	
MRPS12	394.592	36.2621	-3.44383	-2.66515	0.00255	0.107975	3.18876186781879	5.11329749763107	4.22547504240643e-14	2.25196692385051e-11	0.70913162906502	1269.50779452065	0.347139416584648	NA	NA	295	370	229	273	969	306	195	182	0.97009278842981	0.00769045845516442	
MRPS11	43.1434	62.2948	0.529974	0.777847	0.23945	0.99851	-0.736655703262743	3.43448231266132	0.0519888297818237	0.588418932091842	-0.606708873038071	327.163102020598	0.289259272383829	0.0359531436955152	0.418092812536398	520	625	388	560	8	550	439	427	0.229517337405152	0.49214728210144	
LOC101750635	35.9538	5.7351	-2.64825	-0.961426	0.08105	0.74068	3.28979932201043	2.72680948094198	3.06048007894238e-14	1.67290549545881e-11	1.26425228449453	309.609996566546	0.390969008066754	NA	NA	71	103	25	72	224	108	169	107	0.627884906904496	0.181663211988942	
LOC101750639	NULL	NULL	NULL	NULL	NULL	NULL	1.35332242754521	1.0675144002249	0.00134617839457859	0.050171033244102	1.25309010885567	65.7470483148846	0.222367441207998	1.7483199951773e-08	3.78030490957212e-05	44	68	27	52	10	158	152	147	0.788235864025858	0.0887099267561404	
CTTNBP2NL	12.5771	16.679	0.407237	0.663734	0.1953	0.960531	-0.462621223132676	5.50127437266438	0.233202340382459	1	-0.408458436423347	1418.38722419695	0.188395226948063	0.0301515856428205	0.394867861448205	2467	2700	1534	1612	120	2172	1789	1931	0.0142880818235696	0.903639380022155	
CASP8AP2	2.21997	1.47489	-0.589938	-0.842815	0.08785	0.758308	0.422275623570079	3.38480458263041	0.282838449963734	1	0.412502903685099	330.566268595904	0.167593988778195	0.0138425763245023	0.306239583548394	419	399	244	363	46	501	727	538	0.0642838410196746	0.746511121402953	
APOC3	89.3259	15.4994	-2.52687	-2.44545	0.0002	0.0166882	1.67708202845843	2.48049751073456	3.4946351661439e-05	0.00273563344361915	0.759858527672761	247.770345417764	0.392646640624185	NA	NA	84	196	119	120	152	130	97	69	0.0757771343404764	0.718632449065299	
POU6F2	0.361595	0.20118	-0.845885	0	1	1	0.820092827163288	-0.162068266622992	0.0457566051501596	0.538916745077957	0.639652064160122	32.6826608984276	0.322077990324697	0.0470315397156885	0.461197037416088	28	31	20	25	10	44	57	40	0.0392285457043915	0.810991150661713	
DPM2	NULL	NULL	NULL	NULL	NULL	NULL	0.954567038836371	4.4524861900199	0.0143207749399814	0.271610569546729	0.623947584085475	754.859049600793	0.391154384428126	NA	NA	779	753	433	525	322	726	588	540	0.283063576194813	0.436429983535736	
LOC100859076	4.84235	1.45478	-1.7349	-2.37967	0.0181	0.368675	1.2370548291538	-0.988735070991131	0.00852873300588032	0.193626762746919	0.876233177810981	17.3457370413242	0.367427601350523	0.0170894409969653	0.328824416424366	4	15	10	16	5	27	32	31	0.0730311672380514	0.724563470426482	
LOC100859070	0.0222816	0.0912164	2.03344	0	1	1	-1.45932338760598	-1.97258119842995	0.00600921522480804	0.153418503188572	-0.754957092269523	5.61008577513884	0.398126365674402	0.0579236842368962	0.497993981078445	6	24	3	15	0	5	7	4	0.0392374222071811	0.810930115493158	
LOC100859072	0.0025986	1.21346	8.86718	1.49596	0.3021	0.999226	-8.43336259493256	1.63721957066766	6.27107933634375e-29	1.21533517538342e-25	-0.230400304883606	87.147547071269	0.20896420205859	NA	NA	50	994	0	0	0	0	1	1	0.998923147261486	0.000145936126334845	
LOC429143	18.7779	13.072	-0.52256	-0.757768	0.13535	0.871043	0.532257776156706	6.73742271238642	0.170526178046726	0.990538709427819	0.535441611677652	3361.80883861814	0.148992709102625	0.000325960470105526	0.0612876544770152	4345	3826	2152	3707	389	6046	7655	6109	0.0104644998076045	0.921486104652116	
CKAP5	16.9768	13.0466	-0.379891	-0.569147	0.2542	0.999226	0.563667658463971	5.78961848156482	0.146783741712961	0.933157953455349	0.529955422937622	1753.53960272536	0.235622469578439	0.0245015654715142	0.371127915522112	2409	1810	920	2150	280	2688	4383	2405	0.0263888847078701	0.852539402801003	
ITSN1	17.3815	12.5879	-0.465507	-0.676911	0.17645	0.934199	0.512587061745737	6.11279828293291	0.186672753400299	1	0.508867868112662	2191.14876863054	0.171350670446357	0.00298046637628619	0.174793413061676	2884	2496	1423	2377	333	3481	4934	3355	0.0604135346268196	0.754370270504634	
MIR181A-1	NULL	NULL	NULL	NULL	NULL	NULL	-0.891131678645762	1.26070473364632	0.0278105527424522	0.40523948281859	-0.695994170036285	70.905940217124	0.321369314657333	0.0303330137858299	0.395403521075573	163	155	96	56	4	65	87	97	0.0192133191302775	0.882107292611389	
LOC101748262,LOC101748311	2.08359	0.304326	-2.77539	-1.69467	0.0075	0.216015	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
TADA3	49.2096	20.2987	-1.27756	-1.39414	0.0131	0.30757	1.04066768836215	5.07501601425237	0.00772508987199774	0.180772190879526	0.618778045161207	1149.90775646021	0.396569465026022	NA	NA	1023	1034	681	876	532	1140	684	593	0.607027628940518	0.194832660430937	
AARS	647.041	102.122	-2.66356	-1.87439	0.01315	0.308319	1.11406000846565	7.36979507720731	0.00439764100117022	0.125099560331207	0.680746724641967	5428.58671160011	0.394087316794453	NA	NA	4700	4671	2711	4801	2470	4942	4211	3334	0.184442549667648	0.537071145868074	
LOC101748593	0.0390557	0.0511826	0.390118	0	1	1	1.38258133633872	-0.511121442707345	0.00139367361362498	0.0515804411375995	0.966668272468979	33.073435439141	0.391412450158604	0.0135229354843185	0.303092205114292	18	21	13	17	16	33	39	31	0.245753374707827	0.477606248830173	
LOC101748592	0.020935	0.0057027	-1.8762	0	1	1	1.29394466429265	-2.1143439002276	0.022723824684417	0.361589543619233	0.808421549994572	6.92425785998902	0.38845717086925	0.0374239689852837	0.424575472765444	3	7	4	3	2	10	13	14	0.0592201147046625	0.757603020699197	
GTF3C6	11.4833	13.8614	0.271543	0.35654	0.4778	0.999226	-0.475193045484094	2.78779703046835	0.237616193668353	1	-0.454100452372181	215.493614916239	0.17427443112041	0.00916966081430155	0.27394955572675	338	321	219	381	23	318	267	246	0.0411321585048715	0.804207353340418	
AVD,AVR2	6.66427	2.56149	-1.37946	-1.23412	0.0157	0.343503	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
YRDC	14.4064	22.8689	0.666682	0.958613	0.0561	0.641036	-0.68954238932869	3.47426573108298	0.074388328701706	0.694135483214975	-0.59678357825802	340.359126944739	0.200265428420498	0.00288283148568665	0.174360905732195	571	590	379	600	18	580	432	382	0.194478741427615	0.527222031876165	
AHCTF1	NULL	NULL	NULL	NULL	NULL	NULL	0.238987605187822	4.53740439599872	0.540651380990418	1	0.252733319928786	731.059768638536	0.127645476379384	0.0477076867573613	0.462815297549038	996	1062	552	808	89	1240	1468	1093	0.00694865732963673	0.936878288181916	
ARL2BP	19.009	11.0731	-0.779624	-0.524594	0.30945	0.999226	0.652617994009872	4.68457667000777	0.0933249046057402	0.773584379395256	0.607973079693127	828.41677588379	0.243053408861629	0.0123704403030969	0.294353359671335	1077	857	450	890	172	1456	1378	1208	0.114431045621415	0.643648544771264	
SLC47A2	19.1968	7.61698	-1.33357	-1.92452	0.0008	0.0469572	1.31739689642424	4.07643585582008	0.000899692605059406	0.0366655376758553	0.805521861346493	524.599388575428	0.388025158934577	NA	NA	853	165	82	518	56	1143	2415	545	0.00958053305367133	0.926404837545925	
SLC47A1	2.40984	1.24498	-0.952815	-1.03902	0.0384	0.544704	0.704048908545302	1.63854734304912	0.0774233174234386	0.70898207939556	0.572946500644111	101.025404818498	0.323508197654124	0.076553771570058	0.54853149754738	154	94	31	120	19	202	243	104	0.0101841037041706	0.922346275810538	
LOC101751028	46.5109	0.453723	-6.67961	-5.17256	5e-05	0.00552662	6.39374938213153	5.16158212056071	5.97577578041014e-38	4.24638626955944e-34	0.669846340608403	1340.03156958581	0.314726037611658	NA	NA	68	47	19	16	1149	115	104	53	0.998430614306466	0.000385012811885218	
LOC101751023	40.6579	66.7379	0.714972	1.53668	0.0289	0.472561	-0.767055412027799	4.13997396292799	0.0494324815273827	0.570081653688668	-0.675282848288463	546.173544424101	0.222461525254019	0.00240134043462518	0.157748145477162	1115	917	643	798	37	959	600	508	0.173360948105216	0.559797845529	
LOC101751027	NULL	NULL	NULL	NULL	NULL	NULL	1.00741898604962	1.74376128131557	0.0121858477086849	0.245769064762294	0.854254435265644	111.119506935817	0.288697665432441	0.00308645889731847	0.177417110120152	121	109	37	111	24	184	295	145	0.0573411129608129	0.762237274247308	
LOC101751025	0.452232	1.19587	1.40293	1.26654	0.0183	0.370836	-1.26363891316643	2.00220924945561	0.000961151443377132	0.0384424511630651	-0.544487339204313	116.250621646121	0.390759984191681	NA	NA	320	257	141	151	1	382	10	15	0.242143031210358	0.481541672575249	
LOC101750775	0.0156189	0.056325	1.85048	0	1	1	-1.45138742297391	-2.95926666533003	0.0420165628274873	0.507824856909892	-0.558029382526809	2.21894961200163	0.386239426337286	0.14852086602106	0.691179429763869	5	2	2	9	0	2	2	2	0.0267999376748249	0.849987127792344	
SERINC2	7.42539	2.60336	-1.51209	-1.57093	0.00355	0.13369	0.947828258227611	1.84775458014281	0.0148998565230332	0.277410603806132	0.608053475724468	150.182054370904	0.397558845250324	NA	NA	112	123	67	162	71	153	94	69	0.0744197546123462	0.721147273791036	
COX14	351.566	43.8001	-3.00479	-2.22214	0.021	0.39718	2.63455292012861	3.9132282601924	2.2929498340815e-10	6.34819539778563e-08	0.714627192694418	599.236258066803	0.360214098494857	NA	NA	223	282	116	165	429	161	169	136	0.841293811045894	0.0675946184582598	
LOC101751793	0.8735	0.0285701	-4.93423	-1.00413	0.0488	0.601937	1.93960864137618	-3.57276819080862	0.0203567315919991	0.341184394131289	0.520016784779208	2.92413664351011	0.326028142523888	0.110710934339173	0.62987495100224	2	0	0	0	2	2	2	2	0.0517197013090491	0.774481208188746	
LOC424918	6.9111	11.5823	0.74493	1.02461	0.04205	0.564047	-0.88235109497074	3.1812110711691	0.0289463504610437	0.412761404099351	-0.771354381082441	283.075593547407	0.251498206133337	0.00216191872155589	0.155820291856141	510	467	440	360	28	384	257	250	0.312040674953456	0.408824846834993	
F2RL1	0.146066	0.468129	1.68028	0	1	1	-1.38940495533871	-0.241271509758685	0.000612277811032656	0.0267470048680208	-0.962129030629569	23.2466375213978	0.373242231600872	0.00994429343078554	0.279627579680164	18	53	46	55	0	21	19	28	0.0515653982298443	0.775188552033205	
LOC100857784	0.0469282	0.516288	3.45965	0	1	1	-3.11425457571173	-1.97323225208711	2.94818620256639e-06	0.000306582602274685	-0.668173312533111	6.48855210199753	0.344963064392187	0.0527524815984158	0.481029218075591	26	6	22	0	0	0	2	4	0.0275198433018083	0.847493163620283	
OTUB1	102.981	51.2782	-1.00596	-0.703137	0.1662	0.924083	0.829129966588454	5.69327381771306	0.0328592391323435	0.448782414390067	0.542090775725554	1721.20237846513	0.39117878816795	NA	NA	1681	1590	1226	1450	710	1670	1358	1075	0.327815947429922	0.395115353009568	
POLR3A	8.48685	8.74401	0.0430646	0.0634121	0.90025	0.999226	0.476404116184413	3.06267563029581	0.231339574421677	1	0.463628587635188	260.354110684115	0.21095204199751	0.027963973255383	0.383463077928545	357	296	150	325	29	470	668	391	0.0442178857335045	0.794944741599603	
PLXNA4B	2.83163	2.60297	-0.121475	-0.168517	0.7367	0.999226	1.2966396344117	2.35025456218744	0.00121634418469193	0.0463036166593975	0.825279540643795	176.711911420037	0.388075875839877	NA	NA	79	114	41	283	51	235	579	111	0.00924049906855838	0.927542925224837	
LOC101749408	0.0156077	0.0184843	0.244037	0	1	1	1.2545882375948	-2.52438735128684	0.0393383923419003	0.498582549313098	0.550657106739127	4.16125675219911	0.389707986447741	0.157655933932095	0.705752852750519	1	9	0	2	1	11	10	5	0.0302311469675071	0.838368884755046	
LOC101749402	2.95371	0.912534	-1.69458	-1.76148	0.0123	0.294473	0.878428805990823	-0.856393928143162	0.0305989859633828	0.426345871089801	0.656507347503094	24.4685424970157	0.39570002871018	0.0970949152618283	0.593270167502333	26	10	12	15	11	30	30	14	0.0145460171727095	0.902774743380759	
TMEM127	25.1857	30.8922	0.294634	0.174206	0.73185	0.999226	-0.382008882856546	4.19608899814697	0.331637251709057	1	-0.356717845834585	575.21673677747	0.161410826468976	0.0271051969750675	0.379341179024852	1003	836	611	807	63	824	898	602	0.0325057618979414	0.831182814572395	
LOC776812	367.365	50.8829	-2.85196	-2.32817	0.0004	0.027678	2.5782725811519	5.82534629540173	3.4563384033202e-10	9.44643872845899e-08	0.699709442631296	1985.82031385544	0.360766603684185	NA	NA	729	756	596	553	1401	828	533	316	0.83333523419485	0.0721478709993709	
LOC776816	805.575	1122.91	0.479151	0.457365	0.3644	0.999226	-0.562222859474029	10.0171625500723	0.146998620445238	0.933157953455349	-0.522167429790691	32632.2680084114	0.130174968820598	6.03920459666055e-05	0.0204835610025557	49623	55088	39650	49079	3090	44914	42897	37086	8.63801499890202e-05	0.971063338198845	
MIR2964	NULL	NULL	NULL	NULL	NULL	NULL	1.17235925492288	-2.70721163961653	0.0182060556073319	0.319964297969581	0.609407113670123	8.96589365178757	0.360144072885997	0.0906230296331116	0.579700257942917	7	0	2	2	6	3	4	6	0.0100222954426591	0.922928258022514	
LOC101750988	2.83014	0	-inf	-nan	5e-05	0.00552662	2.34879465471658	-3.20690092348567	0.00135528142799375	0.0503343022333984	0.7648564004109	5.68921380702943	0.355419741807115	0.031398879871723	0.402435930718786	1	1	1	0	4	2	2	6	0.138397950044236	0.607162301795511	
HMGCS2	164.865	28.0454	-2.55545	-1.25506	0.2347	0.994751	2.30440584726797	4.82002296791507	1.56685850668566e-08	2.8795077280625e-06	0.647165037299247	1032.75957122814	0.361141889398776	NA	NA	396	613	376	217	708	340	257	266	0.0999899246832446	0.668801779014256	
C3H6ORF174	NULL	NULL	NULL	NULL	NULL	NULL	0.584176120447426	4.87515556710848	0.132513657926767	0.914971558555126	0.549811844444227	940.8941339492	0.237419225212253	0.0205700189246404	0.353074828749486	1157	1311	520	879	186	1537	1811	1264	0.0407762695389768	0.805255142304344	
LOC769277	25.465	13.0116	-0.96872	-0.295055	0.68515	0.999226	1.01078343334284	1.8917043115692	0.00989922974851449	0.213378948209132	0.552626796727281	165.113651744242	0.395419011201833	NA	NA	133	145	114	74	89	97	69	50	0.0339496070853724	0.826259446439576	
LOC100857781	0.975639	2.33513	1.25908	0.852024	0.21255	0.981293	-0.919556600345423	-0.150757743281744	0.0132636596990812	0.25893287313646	-0.631440751980419	24.3117428079647	0.381618598385789	0.0979978879401454	0.595631576102823	65	33	36	35	0	61	19	15	0.0173942107801474	0.890879455173681	
OAZ2	52.5	64.432	0.295459	0.545824	0.3411	0.999226	-0.353752488188706	5.4933806497239	0.360511464862828	1	-0.312304395810221	1410.73061384637	0.14998811004877	0.0373247208475789	0.424484283818032	2265	2053	1334	2377	115	2305	2136	1835	0.0140458880415782	0.904633401271284	
KRAS	13.5782	10.9041	-0.316421	-0.37007	0.4432	0.999226	0.570368084763914	1.92721555934839	0.161077589674586	0.971507109401273	0.550525947969366	118.541895476926	0.196455370419669	0.00507404159408863	0.214983006838994	131	143	71	146	15	222	292	180	0.0319020639391676	0.833370340873264	
CHIR-AB-487	0.153291	0.322869	1.07468	0	1	1	-1.81206251019902	-2.02437927808487	0.0184790857959002	0.32220858463577	-0.934063259802404	6.5037718967184	0.396239470436808	0.0184073729762997	0.337860180195137	13	23	6	6	1	2	5	4	0.0790918548644172	0.711096582148235	
EEF1D	164.805	229.742	0.479253	0.648473	0.19345	0.958602	-0.523812573919092	7.35990719232577	0.176183855791133	1	-0.46892766330411	5152.6255111046	0.20260538411996	0.0206409868560353	0.353804943832685	7123	10140	5434	8160	333	8737	6692	6786	0.00312099922778675	0.963352810923278	
ACVR2A	11.9207	11.2879	-0.07869	-0.118321	0.81015	0.999226	0.274039554031865	4.16713624713066	0.482855313784166	1	0.277307843688727	566.903760592353	0.137728468809019	0.0440684866804727	0.450802469771845	758	749	422	677	74	911	1180	833	0.0179352940687525	0.888068291639527	
RPL8	360.487	447.751	0.312751	0.43021	0.38195	0.999226	-0.434212544990575	7.49727038729938	0.262796340789419	1	-0.390456018715511	5691.26328182329	0.1627861655517	0.0164586765044508	0.323063630635974	7881	11641	5812	7850	603	8727	7277	6476	0.00347086776384212	0.961881463096577	
OLFML1	3.29484	1.41507	-1.21934	-1.5412	0.00405	0.146992	1.11675476253959	2.22899395544525	0.00578610206761558	0.150608209862551	0.860685768244548	147.401247767668	0.34160258798428	0.0117504004782406	0.289263047767045	152	206	49	89	21	141	516	328	0.0250552017500218	0.857202518486556	
OLFML3	63.0527	23.9173	-1.39851	-1.35441	0.00565	0.18711	1.47222118528924	4.92724037484204	0.000198581863121256	0.0110161484608594	0.91346386178309	1038.78409559661	0.39172231615471	NA	NA	1197	547	274	748	470	1034	1253	831	0.021384825584865	0.874876054782856	
FEN1	NULL	NULL	NULL	NULL	NULL	NULL	-0.562015006727128	3.72110143498724	0.148781621247529	0.936306051473939	-0.490499039785519	408.281184501052	0.197656614068606	0.0130804428932767	0.301285620729562	698	680	506	545	30	513	545	597	0.0381481025651258	0.813698007533699	
LUC7L	117.696	40.424	-1.54178	-3.64501	0.00075	0.0444826	-0.0578458942517368	5.32682082872377	0.886285363470134	1	-0.0372981742956594	1271.74680415143	0.183677349625183	0.839085362632074	0.974847108792372	1604	2100	1130	1708	182	2081	1674	1641	0.00130007371343891	0.969782897129832	
LOC416927	628.973	127.879	-2.29822	-1.36334	0.0159	0.346704	1.9711918771064	7.99691870124012	8.68416809799441e-07	0.00010396774194009	0.875710669667093	8496.99420571205	0.394974921793374	NA	NA	5234	4808	4026	1987	5228	4538	3763	3502	0.0186622389165737	0.884578337005442	
LOC416923	0.324131	1.41419	2.12533	1.34885	0.10305	0.801263	-1.69623567425584	-0.853560336223303	0.000152969165806935	0.00900827811235428	-1.00682244564318	14.2474412035115	0.393454683047686	0.0104995300248839	0.282876393156855	40	13	11	56	0	17	13	6	0.0684267404975256	0.736033738665844	
